District,Sector,Cell,Village,Activity,MIN,AVG,MAX
Nyarugenge,Kigali,Nyabugogo,Gatare,Mining,14731,24037,51410
Nyarugenge,Kigali,Nyabugogo,Giticyinyoni,,838,10666,51410
Nyarugenge,Kigali,Nyabugogo,Giticyinyoni,CommercialGeneral,3845,7787,24866
Nyarugenge,Kigali,Nyabugogo,Giticyinyoni,ExistingForest,838,3073,28134
Nyarugenge,Kigali,Nyabugogo,Giticyinyoni,FarmLand(General),3146,6527,37291
Nyarugenge,Kigali,Nyabugogo,Giticyinyoni,LowRiseResidential,3698,5847,37497
Nyarugenge,Kigali,Nyabugogo,Giticyinyoni,Mining,19099,24037,51410
Nyarugenge,Kigali,Nyabugogo,Giticyinyoni,Wetland,4561,16723,37539
Nyarugenge,Kigali,Nyabugogo,Kadobogo,,3701,7656,42128
Nyarugenge,Kigali,Nyabugogo,Kadobogo,FarmLand(General),3701,5576,42128
Nyarugenge,Kigali,Nyabugogo,Kadobogo,LowRiseResidential,6854,9737,28211
Nyarugenge,Kigali,Nyabugogo,Kamenge,,2157,11360,41151
Nyarugenge,Kigali,Nyabugogo,Kamenge,ExistingForest,2157,10591,15478
Nyarugenge,Kigali,Nyabugogo,Kamenge,FarmLand(General),5054,6998,40228
Nyarugenge,Kigali,Nyabugogo,Kamenge,HeavyIndustrial,10575,14939,41151
Nyarugenge,Kigali,Nyabugogo,Kamenge,LowRiseResidential,5696,11084,38206
Nyarugenge,Kigali,Nyabugogo,Kamenge,Wetland,2686,13188,27368
Nyarugenge,Kigali,Nyabugogo,Karama,,3849,16311,51410
Nyarugenge,Kigali,Nyabugogo,Karama,CivicFacilities,24037,31412,51410
Nyarugenge,Kigali,Nyabugogo,Karama,ExistingForest,14117,18165,38915
Nyarugenge,Kigali,Nyabugogo,Karama,FarmLand(General),4229,6832,41397
Nyarugenge,Kigali,Nyabugogo,Karama,LowRiseResidential,3849,8834,17819
Nyarugenge,Kigali,Nyabugogo,Kiruhura,,2575,5251,36141
Nyarugenge,Kigali,Nyabugogo,Kiruhura,ExistingForest,2575,4898,10382
Nyarugenge,Kigali,Nyabugogo,Kiruhura,FarmLand(General),3009,3512,36141
Nyarugenge,Kigali,Nyabugogo,Kiruhura,LowRiseResidential,6263,6551,31617
Nyarugenge,Kigali,Nyabugogo,Kiruhura,Wetland,3177,6045,35232
Nyarugenge,Kigali,Nyabugogo,Nyabikoni,,4609,8655,34677
Nyarugenge,Kigali,Nyabugogo,Nyabikoni,FarmLand(General),6040,10132,26736
Nyarugenge,Kigali,Nyabugogo,Nyabikoni,LowRiseResidential,5331,5758,32240
Nyarugenge,Kigali,Nyabugogo,Nyabikoni,ReligiousFacilities,8726,11076,25214
Nyarugenge,Kigali,Nyabugogo,Nyabikoni,Wetland,4609,7656,34677
Nyarugenge,Kigali,Nyabugogo,Nyabugogo,,4648,22986,51410
Nyarugenge,Kigali,Nyabugogo,Nyabugogo,ExistingForest,4648,21009,27554
Nyarugenge,Kigali,Nyabugogo,Nyabugogo,FarmLand(General),6441,13652,36202
Nyarugenge,Kigali,Nyabugogo,Nyabugogo,LowRiseResidential,6682,29464,33133
Nyarugenge,Kigali,Nyabugogo,Nyabugogo,Mining,16732,21182,51410
Nyarugenge,Kigali,Nyabugogo,Nyabugogo,Wetland,6554,29625,38853
Nyarugenge,Kigali,Nyabugogo,Rubuye,,24037,30373,51410
Nyarugenge,Kigali,Nyabugogo,Rubuye,FarmLand(General),24037,30373,51410
Nyarugenge,Kigali,Nyabugogo,Ruhondo,,2963,5329,39620
Nyarugenge,Kigali,Nyabugogo,Ruhondo,ExistingForest,2963,5218,29473
Nyarugenge,Kigali,Nyabugogo,Ruhondo,FarmLand(General),3054,4704,39620
Nyarugenge,Kigali,Nyabugogo,Ruhondo,LowRiseResidential,5568,6066,22886
Nyarugenge,Kigali,Ruriba,,,13453,27210,51410
Nyarugenge,Kigali,Ruriba,Gisenga,,24037,31890,51410
Nyarugenge,Kigali,Ruriba,Gisenga,ExistingForest,24037,30140,51410
Nyarugenge,Kigali,Ruriba,Gisenga,FarmLand(General),24037,33640,51410
Nyarugenge,Kigali,Ruriba,Kamenge,,24037,29499,51410
Nyarugenge,Kigali,Ruriba,Kamenge,FarmLand(General),24037,29499,51410
Nyarugenge,Kigali,Ruriba,Karama,,24037,29629,51410
Nyarugenge,Kigali,Ruriba,Karama,CivicFacilities,24037,34044,51410
Nyarugenge,Kigali,Ruriba,Karama,ExistingForest,24037,28797,51410
Nyarugenge,Kigali,Ruriba,Karama,FarmLand(General),24037,26045,51410
Nyarugenge,Kigali,Ruriba,Misibya,,21595,27241,51410
Nyarugenge,Kigali,Ruriba,Misibya,ExistingForest,24037,32132,51410
Nyarugenge,Kigali,Ruriba,Misibya,FarmLand(General),21595,24037,51410
Nyarugenge,Kigali,Ruriba,Misibya,LowRiseResidential,24037,25555,51410
Nyarugenge,Kigali,Ruriba,Nyabitare,,13453,25581,51410
Nyarugenge,Kigali,Ruriba,Nyabitare,ExistingForest,24037,30035,51410
Nyarugenge,Kigali,Ruriba,Nyabitare,FarmLand(General),24037,24215,51410
Nyarugenge,Kigali,Ruriba,Nyabitare,LowRiseResidential,20567,24037,51410
Nyarugenge,Kigali,Ruriba,Nyabitare,Mining,13453,24037,51410
Nyarugenge,Kigali,Ruriba,Ruhango,,23711,24477,51410
Nyarugenge,Kigali,Ruriba,Ruhango,ExistingForest,23711,24037,51410
Nyarugenge,Kigali,Ruriba,Ruhango,FarmLand(General),24037,24064,51410
Nyarugenge,Kigali,Ruriba,Ruhango,LowRiseResidential,24037,25328,51410
Nyarugenge,Kigali,Ruriba,Ruharabuge,,17361,27291,51410
Nyarugenge,Kigali,Ruriba,Ruharabuge,ExistingForest,24037,33798,51410
Nyarugenge,Kigali,Ruriba,Ruharabuge,FarmLand(General),17361,24037,51410
Nyarugenge,Kigali,Ruriba,Ruharabuge,LowRiseResidential,18596,24037,51410
Nyarugenge,Kigali,Ruriba,Ruhuha,,24037,29003,51410
Nyarugenge,Kigali,Ruriba,Ruhuha,ExistingForest,24037,29003,51410
Nyarugenge,Kigali,Ruriba,Ruriba,,21693,27976,51410
Nyarugenge,Kigali,Ruriba,Ruriba,CivicFacilities,24037,33626,51410
Nyarugenge,Kigali,Ruriba,Ruriba,ExistingForest,24037,27915,51410
Nyarugenge,Kigali,Ruriba,Ruriba,FarmLand(General),21693,24037,51410
Nyarugenge,Kigali,Ruriba,Ruriba,LowRiseResidential,24037,26324,51410
Nyarugenge,Kigali,Ruriba,Ruzigimbogo,,18170,27459,51410
Nyarugenge,Kigali,Ruriba,Ruzigimbogo,CivicFacilities,24037,30516,51410
Nyarugenge,Kigali,Ruriba,Ruzigimbogo,FarmLand(General),18170,24037,51410
Nyarugenge,Kigali,Ruriba,Ruzigimbogo,LowRiseResidential,22938,24037,51410
Nyarugenge,Kigali,Ruriba,Ruzigimbogo,Mining,24037,31247,51410
Nyarugenge,Kigali,Ruriba,Ryamakomari,,24037,26313,51410
Nyarugenge,Kigali,Ruriba,Ryamakomari,ExistingForest,24037,29983,51410
Nyarugenge,Kigali,Ruriba,Ryamakomari,FarmLand(General),24037,24373,51410
Nyarugenge,Kigali,Ruriba,Ryamakomari,LowRiseResidential,24037,24585,51410
Nyarugenge,Kigali,Ruriba,Tubungo,,21743,24648,51410
Nyarugenge,Kigali,Ruriba,Tubungo,ExistingForest,21743,24037,51410
Nyarugenge,Kigali,Ruriba,Tubungo,FarmLand(General),21787,24037,51410
Nyarugenge,Kigali,Ruriba,Tubungo,LowRiseResidential,24037,25868,51410
Nyarugenge,Kigali,Rwesero,,,1097,12354,51410
Nyarugenge,Kigali,Rwesero,Akanyamirambo,,1663,8885,51410
Nyarugenge,Kigali,Rwesero,Akanyamirambo,ExistingForest,1663,2114,8646
Nyarugenge,Kigali,Rwesero,Akanyamirambo,FarmLand(General),1702,2830,39949
Nyarugenge,Kigali,Rwesero,Akanyamirambo,LowRiseResidential,24037,28129,51410
Nyarugenge,Kigali,Rwesero,Akanyamirambo,Wetland,1940,2466,39306
Nyarugenge,Kigali,Rwesero,Akinama,,1097,18032,51410
Nyarugenge,Kigali,Rwesero,Akinama,EducationInstitution,24037,31479,51410
Nyarugenge,Kigali,Rwesero,Akinama,FarmLand(General),1097,5554,41137
Nyarugenge,Kigali,Rwesero,Akinama,LowRiseResidential,9806,11059,34594
Nyarugenge,Kigali,Rwesero,Akinama,Wetland,10132,24037,51410
Nyarugenge,Kigali,Rwesero,Amajyambere,,24037,32352,51410
Nyarugenge,Kigali,Rwesero,Amajyambere,FarmLand(General),24037,32352,51410
Nyarugenge,Kigali,Rwesero,Kanyabami,,24037,24641,51410
Nyarugenge,Kigali,Rwesero,Kanyabami,FarmLand(General),24037,24641,51410
Nyarugenge,Kigali,Rwesero,Makaga,,1895,12156,42714
Nyarugenge,Kigali,Rwesero,Makaga,ExistingForest,2176,14031,18773
Nyarugenge,Kigali,Rwesero,Makaga,FarmLand(General),1895,5284,42714
Nyarugenge,Kigali,Rwesero,Makaga,LowRiseResidential,8557,14978,19771
Nyarugenge,Kigali,Rwesero,Makaga,Wetland,2223,14332,18918
Nyarugenge,Kigali,Rwesero,Musimba,,1904,13457,51410
Nyarugenge,Kigali,Rwesero,Musimba,ExistingForest,3329,6536,37098
Nyarugenge,Kigali,Rwesero,Musimba,FarmLand(General),1904,5619,37993
Nyarugenge,Kigali,Rwesero,Musimba,LowRiseResidential,24037,28214,51410
Nyarugenge,Kigali,Rwesero,Rugendabari,,8370,24037,51410
Nyarugenge,Kigali,Rwesero,Rugendabari,FarmLand(General),8370,24037,51410
Nyarugenge,Kigali,Rwesero,Ruhogo,,2351,14584,51410
Nyarugenge,Kigali,Rwesero,Ruhogo,ExistingForest,24037,32368,51410
Nyarugenge,Kigali,Rwesero,Ruhogo,FarmLand(General),2351,6514,40161
Nyarugenge,Kigali,Rwesero,Ruhogo,LowRiseResidential,3725,4868,18693
Nyarugenge,Kigali,Rwesero,Rwesero,,1636,12555,51410
Nyarugenge,Kigali,Rwesero,Rwesero,ExistingForest,1636,4755,35668
Nyarugenge,Kigali,Rwesero,Rwesero,FarmLand(General),2707,4528,36465
Nyarugenge,Kigali,Rwesero,Rwesero,LowRiseResidential,24037,28381,51410
Nyarugenge,Kigali,Rwesero,Rweza,,1657,5058,40986
Nyarugenge,Kigali,Rwesero,Rweza,ExistingForest,2131,3950,40133
Nyarugenge,Kigali,Rwesero,Rweza,FarmLand(General),1657,3206,40986
Nyarugenge,Kigali,Rwesero,Rweza,LowRiseResidential,6032,7032,27219
Nyarugenge,Kigali,Rwesero,Rweza,Wetland,3261,6044,10029
Nyarugenge,Kigali,Rwesero,Vuganyana,,1380,3997,39259
Nyarugenge,Kigali,Rwesero,Vuganyana,ExistingForest,1380,1941,31480
Nyarugenge,Kigali,Rwesero,Vuganyana,FarmLand(General),1886,3507,39259
Nyarugenge,Kigali,Rwesero,Vuganyana,LowRiseResidential,5303,7689,26786
Nyarugenge,Kigali,Rwesero,Vuganyana,Wetland,2026,2850,31731
Nyarugenge,Kimisagara,,,,7585,28241,113509
Nyarugenge,Kimisagara,Kamuhoza,,,9624,29520,83113
Nyarugenge,Kimisagara,Kamuhoza,Buhoro,,13755,21407,46706
Nyarugenge,Kimisagara,Kamuhoza,Buhoro,CommercialGeneral,22128,25802,46706
Nyarugenge,Kimisagara,Kamuhoza,Buhoro,LowRiseResidential,13755,17013,26428
Nyarugenge,Kimisagara,Kamuhoza,Busasamana,,17908,27190,32327
Nyarugenge,Kimisagara,Kamuhoza,Busasamana,LowRiseResidential,17908,27190,32327
Nyarugenge,Kimisagara,Kamuhoza,Isimbi,,20482,38358,71784
Nyarugenge,Kimisagara,Kamuhoza,Isimbi,LowRiseResidential,20482,47210,71784
Nyarugenge,Kimisagara,Kamuhoza,Isimbi,VacantLand,24037,29506,51410
Nyarugenge,Kimisagara,Kamuhoza,Ituze,,25472,25685,31635
Nyarugenge,Kimisagara,Kamuhoza,Ituze,LowRiseResidential,25472,25685,31635
Nyarugenge,Kimisagara,Kamuhoza,Karama,,19987,53895,83113
Nyarugenge,Kimisagara,Kamuhoza,Karama,ExistingForest,22308,56400,72222
Nyarugenge,Kimisagara,Kamuhoza,Karama,LowRiseResidential,19987,33697,72264
Nyarugenge,Kimisagara,Kamuhoza,Karama,VacantLand,42776,71588,83113
Nyarugenge,Kimisagara,Kamuhoza,Karwarugabo,,13552,23593,29351
Nyarugenge,Kimisagara,Kamuhoza,Karwarugabo,LowRiseResidential,13552,23593,29351
Nyarugenge,Kimisagara,Kamuhoza,Kigabiro,,17878,22533,30671
Nyarugenge,Kimisagara,Kamuhoza,Kigabiro,LowRiseResidential,17878,20545,30671
Nyarugenge,Kimisagara,Kamuhoza,Kigabiro,ReligiousFacilities,24257,24522,25812
Nyarugenge,Kimisagara,Kamuhoza,Mataba,,20278,32451,73535
Nyarugenge,Kimisagara,Kamuhoza,Mataba,ExistingForest,20604,42507,70673
Nyarugenge,Kimisagara,Kamuhoza,Mataba,LowRiseResidential,20278,30810,73535
Nyarugenge,Kimisagara,Kamuhoza,Mataba,VacantLand,20845,24037,51410
Nyarugenge,Kimisagara,Kamuhoza,Munini,,9624,17905,32049
Nyarugenge,Kimisagara,Kamuhoza,Munini,CommercialGeneral,19200,20010,25318
Nyarugenge,Kimisagara,Kamuhoza,Munini,LowRiseResidential,9624,15800,32049
Nyarugenge,Kimisagara,Kamuhoza,Ntaraga,,20878,25079,41548
Nyarugenge,Kimisagara,Kamuhoza,Ntaraga,LowRiseResidential,20878,25079,41548
Nyarugenge,Kimisagara,Kamuhoza,Nunga,,14512,19325,28003
Nyarugenge,Kimisagara,Kamuhoza,Nunga,LowRiseResidential,14512,19325,28003
Nyarugenge,Kimisagara,Kamuhoza,Rurama,,19089,22357,33980
Nyarugenge,Kimisagara,Kamuhoza,Rurama,LowRiseResidential,19089,22357,33980
Nyarugenge,Kimisagara,Kamuhoza,Rutunga,,16740,25470,51410
Nyarugenge,Kimisagara,Kamuhoza,Rutunga,LowRiseResidential,16740,21964,31766
Nyarugenge,Kimisagara,Kamuhoza,Rutunga,VacantLand,24037,28975,51410
Nyarugenge,Kimisagara,Kamuhoza,Tetero,,19677,25350,70163
Nyarugenge,Kimisagara,Kamuhoza,Tetero,LowRiseResidential,19677,25350,70163
Nyarugenge,Kimisagara,Katabaro,,,12474,24464,70230
Nyarugenge,Kimisagara,Katabaro,Akamahoro,,17176,18454,28016
Nyarugenge,Kimisagara,Katabaro,Akamahoro,LowRiseResidential,17176,18454,28016
Nyarugenge,Kimisagara,Katabaro,Akishinge,,15686,17267,31007
Nyarugenge,Kimisagara,Katabaro,Akishinge,LowRiseResidential,15686,17267,31007
Nyarugenge,Kimisagara,Katabaro,Akishuri,,12474,20658,40187
Nyarugenge,Kimisagara,Katabaro,Akishuri,EducationInstitution,16295,20528,22221
Nyarugenge,Kimisagara,Katabaro,Akishuri,LowRiseResidential,21040,25732,40187
Nyarugenge,Kimisagara,Katabaro,Akishuri,ReligiousFacilities,12474,15714,20528
Nyarugenge,Kimisagara,Katabaro,Amahumbezi,,17127,17397,33342
Nyarugenge,Kimisagara,Katabaro,Amahumbezi,LowRiseResidential,17127,17397,33342
Nyarugenge,Kimisagara,Katabaro,Inganzo,,20068,22554,46623
Nyarugenge,Kimisagara,Katabaro,Inganzo,LowRiseResidential,20068,22554,46623
Nyarugenge,Kimisagara,Katabaro,Kigarama,,16493,18762,27593
Nyarugenge,Kimisagara,Katabaro,Kigarama,LowRiseResidential,16493,18762,27593
Nyarugenge,Kimisagara,Katabaro,Mpazi,,17263,28915,51410
Nyarugenge,Kimisagara,Katabaro,Mpazi,LowRiseResidential,17263,18077,44291
Nyarugenge,Kimisagara,Katabaro,Mpazi,ReligiousFacilities,27336,35376,39677
Nyarugenge,Kimisagara,Katabaro,Mpazi,VacantLand,24037,33292,51410
Nyarugenge,Kimisagara,Katabaro,Mugina,,15992,38346,70230
Nyarugenge,Kimisagara,Katabaro,Mugina,ExistingForest,15992,39191,70230
Nyarugenge,Kimisagara,Katabaro,Mugina,LowRiseResidential,17819,37501,70066
Nyarugenge,Kimisagara,Katabaro,Ubumwe,,13152,14796,27780
Nyarugenge,Kimisagara,Katabaro,Ubumwe,LowRiseResidential,13152,14796,27780
Nyarugenge,Kimisagara,Katabaro,Ubusabane,,18968,23344,31002
Nyarugenge,Kimisagara,Katabaro,Ubusabane,EducationInstitution,23070,26164,27402
Nyarugenge,Kimisagara,Katabaro,Ubusabane,LowRiseResidential,18968,20525,31002
Nyarugenge,Kimisagara,Katabaro,Umubano,,15415,26560,51410
Nyarugenge,Kimisagara,Katabaro,Umubano,LowRiseResidential,15415,22307,29266
Nyarugenge,Kimisagara,Katabaro,Umubano,VacantLand,24037,30812,51410
Nyarugenge,Kimisagara,Katabaro,Umurinzi,,19047,30462,69963
Nyarugenge,Kimisagara,Katabaro,Umurinzi,LowRiseResidential,19047,31847,69963
Nyarugenge,Kimisagara,Katabaro,Umurinzi,VacantLand,24037,29077,51410
Nyarugenge,Kimisagara,Katabaro,Uruyange,,16238,18369,29811
Nyarugenge,Kimisagara,Katabaro,Uruyange,LowRiseResidential,16238,18369,29811
Nyarugenge,Kimisagara,Kimisagara,,,7585,29429,113509
Nyarugenge,Kimisagara,Kimisagara,Akabeza,,22110,48171,113509
Nyarugenge,Kimisagara,Kimisagara,Akabeza,CommercialGeneral,28981,29108,59402
Nyarugenge,Kimisagara,Kimisagara,Akabeza,FarmLand(General),65809,85396,113509
Nyarugenge,Kimisagara,Kimisagara,Akabeza,LowRiseResidential,22110,30009,44804
Nyarugenge,Kimisagara,Kimisagara,Amahoro,,8666,25783,53720
Nyarugenge,Kimisagara,Kimisagara,Amahoro,ExistingForest,9678,21796,53069
Nyarugenge,Kimisagara,Kimisagara,Amahoro,LowRiseResidential,8666,29770,53720
Nyarugenge,Kimisagara,Kimisagara,Birama,,7585,32510,68723
Nyarugenge,Kimisagara,Kimisagara,Birama,ExistingForest,7585,29428,68723
Nyarugenge,Kimisagara,Kimisagara,Birama,HealthFacilities,29141,38211,50245
Nyarugenge,Kimisagara,Kimisagara,Birama,LowRiseResidential,7865,29892,52974
Nyarugenge,Kimisagara,Kimisagara,Buhoro,,17681,24120,45830
Nyarugenge,Kimisagara,Kimisagara,Buhoro,EducationInstitution,18365,24994,42888
Nyarugenge,Kimisagara,Kimisagara,Buhoro,LowRiseResidential,17681,23246,45830
Nyarugenge,Kimisagara,Kimisagara,Bwiza,,19789,31313,43020
Nyarugenge,Kimisagara,Kimisagara,Bwiza,LowRiseResidential,19789,31313,43020
Nyarugenge,Kimisagara,Kimisagara,Byimana,,10581,34136,54980
Nyarugenge,Kimisagara,Kimisagara,Byimana,ExistingForest,15368,40545,54980
Nyarugenge,Kimisagara,Kimisagara,Byimana,LowRiseResidential,10581,27727,54976
Nyarugenge,Kimisagara,Kimisagara,Gakaraza,,16919,29275,62461
Nyarugenge,Kimisagara,Kimisagara,Gakaraza,CommercialGeneral,16919,19428,59953
Nyarugenge,Kimisagara,Kimisagara,Gakaraza,ExistingForest,19849,27077,39154
Nyarugenge,Kimisagara,Kimisagara,Gakaraza,LowRiseResidential,33674,38455,61928
Nyarugenge,Kimisagara,Kimisagara,Gakaraza,Wetland,23561,32141,62461
Nyarugenge,Kimisagara,Kimisagara,Gaseke,,13188,28640,67359
Nyarugenge,Kimisagara,Kimisagara,Gaseke,ExistingForest,13188,22290,61367
Nyarugenge,Kimisagara,Kimisagara,Gaseke,LowRiseResidential,16099,34991,67359
Nyarugenge,Kimisagara,Kimisagara,Ihuriro,,19625,21094,57721
Nyarugenge,Kimisagara,Kimisagara,Ihuriro,LowRiseResidential,19625,21094,57721
Nyarugenge,Kimisagara,Kimisagara,Inkurunziza,,17691,23202,50557
Nyarugenge,Kimisagara,Kimisagara,Inkurunziza,LowRiseResidential,17691,23202,50557
Nyarugenge,Kimisagara,Kimisagara,Karambi,,14996,25443,50990
Nyarugenge,Kimisagara,Kimisagara,Karambi,LowRiseResidential,14996,25443,50990
Nyarugenge,Kimisagara,Kimisagara,Kigina,,18629,31978,52666
Nyarugenge,Kimisagara,Kimisagara,Kigina,ExistingForest,24037,33511,51410
Nyarugenge,Kimisagara,Kimisagara,Kigina,LowRiseResidential,18629,29424,52420
Nyarugenge,Kimisagara,Kimisagara,Kigina,ReligiousFacilities,31975,33000,52666
Nyarugenge,Kimisagara,Kimisagara,Kimisagara,,18412,25110,54003
Nyarugenge,Kimisagara,Kimisagara,Kimisagara,LowRiseResidential,18412,25110,54003
Nyarugenge,Kimisagara,Kimisagara,Kove,,17025,20542,32285
Nyarugenge,Kimisagara,Kimisagara,Kove,ExistingForest,17025,19141,19988
Nyarugenge,Kimisagara,Kimisagara,Kove,LowRiseResidential,19319,21943,32285
Nyarugenge,Kimisagara,Kimisagara,Muganza,,8115,24440,112068
Nyarugenge,Kimisagara,Kimisagara,Muganza,ExistingForest,10348,26416,64782
Nyarugenge,Kimisagara,Kimisagara,Muganza,FarmLand(General),8115,21347,112068
Nyarugenge,Kimisagara,Kimisagara,Muganza,LowRiseResidential,9469,25558,104511
Nyarugenge,Kimisagara,Kimisagara,Nyabugogo,,18081,33744,96633
Nyarugenge,Kimisagara,Kimisagara,Nyabugogo,CommercialGeneral,20210,27829,66383
Nyarugenge,Kimisagara,Kimisagara,Nyabugogo,LowRiseResidential,26346,48325,55782
Nyarugenge,Kimisagara,Kimisagara,Nyabugogo,Transportation,18081,34783,96633
Nyarugenge,Kimisagara,Kimisagara,Nyabugogo,Wetland,18228,24037,51410
Nyarugenge,Kimisagara,Kimisagara,Nyagakoki,,21390,35986,68009
Nyarugenge,Kimisagara,Kimisagara,Nyagakoki,LowRiseResidential,21390,35986,68009
Nyarugenge,Kimisagara,Kimisagara,Nyakabingo,,20775,23160,43593
Nyarugenge,Kimisagara,Kimisagara,Nyakabingo,LowRiseResidential,20775,23160,43593
Nyarugenge,Kimisagara,Kimisagara,Nyamabuye,,18898,28666,67581
Nyarugenge,Kimisagara,Kimisagara,Nyamabuye,LowRiseResidential,18898,28666,67581
Nyarugenge,Kimisagara,Kimisagara,Sangwa,,9168,21865,52931
Nyarugenge,Kimisagara,Kimisagara,Sangwa,ExistingForest,9718,22628,52834
Nyarugenge,Kimisagara,Kimisagara,Sangwa,FarmLand(General),9168,18625,52187
Nyarugenge,Kimisagara,Kimisagara,Sangwa,LowRiseResidential,10101,24342,52931
Nyarugenge,Kimisagara,Kimisagara,Sano,,26581,26636,62046
Nyarugenge,Kimisagara,Kimisagara,Sano,LowRiseResidential,26581,26636,62046
Nyarugenge,Mageregere,,,,3874,25820,51410
Nyarugenge,Mageregere,Kankuba,,,3874,24210,51410
Nyarugenge,Mageregere,Kankuba,Kamatamu,,10113,24037,51410
Nyarugenge,Mageregere,Kankuba,Kamatamu,FarmLand(General),14298,24037,51410
Nyarugenge,Mageregere,Kankuba,Kamatamu,LowRiseResidential,10113,24037,51410
Nyarugenge,Mageregere,Kankuba,Kankuba,,3874,17867,51410
Nyarugenge,Mageregere,Kankuba,Kankuba,FarmLand(General),7412,24037,51410
Nyarugenge,Mageregere,Kankuba,Kankuba,LowRiseResidential,7193,24037,51410
Nyarugenge,Mageregere,Kankuba,Kankuba,ReligiousFacilities,3874,5526,44024
Nyarugenge,Mageregere,Kankuba,Karukina,,10323,24037,51410
Nyarugenge,Mageregere,Kankuba,Karukina,FarmLand(General),11234,24037,51410
Nyarugenge,Mageregere,Kankuba,Karukina,LowRiseResidential,10323,24037,51410
Nyarugenge,Mageregere,Kankuba,Karukina,Wetland,15017,24037,51410
Nyarugenge,Mageregere,Kankuba,Musave,,23562,26060,51410
Nyarugenge,Mageregere,Kankuba,Musave,ExistingForest,24037,26351,51410
Nyarugenge,Mageregere,Kankuba,Musave,FarmLand(General),24037,27793,51410
Nyarugenge,Mageregere,Kankuba,Musave,LowRiseResidential,23562,24037,51410
Nyarugenge,Mageregere,Kankuba,Nyakabingo,,24037,29984,51410
Nyarugenge,Mageregere,Kankuba,Nyakabingo,FarmLand(General),24037,29984,51410
Nyarugenge,Mageregere,Kankuba,Nyarumanga,,22044,24571,51410
Nyarugenge,Mageregere,Kankuba,Nyarumanga,ExistingForest,24037,25638,51410
Nyarugenge,Mageregere,Kankuba,Nyarumanga,FarmLand(General),22168,24037,51410
Nyarugenge,Mageregere,Kankuba,Nyarumanga,LowRiseResidential,22044,24037,51410
Nyarugenge,Mageregere,Kankuba,Rugendabari,,14350,24115,51410
Nyarugenge,Mageregere,Kankuba,Rugendabari,ExistingForest,24037,24270,51410
Nyarugenge,Mageregere,Kankuba,Rugendabari,FarmLand(General),14350,24037,51410
Nyarugenge,Mageregere,Kankuba,Rugendabari,LowRiseResidential,22980,24037,51410
Nyarugenge,Mageregere,Kankuba,Vuganyana,,24037,31973,51410
Nyarugenge,Mageregere,Kankuba,Vuganyana,FarmLand(General),24037,31973,51410
Nyarugenge,Mageregere,Kavumu,,,8178,26401,51410
Nyarugenge,Mageregere,Kavumu,Akanakamageragere,,24037,25429,51410
Nyarugenge,Mageregere,Kavumu,Akanakamageragere,FarmLand(General),24037,25429,51410
Nyarugenge,Mageregere,Kavumu,Ayabatanga,,24037,28572,51410
Nyarugenge,Mageregere,Kavumu,Ayabatanga,ExistingForest,24037,30418,51410
Nyarugenge,Mageregere,Kavumu,Ayabatanga,FarmLand(General),24037,26725,51410
Nyarugenge,Mageregere,Kavumu,Gisunzu,,24037,31717,51410
Nyarugenge,Mageregere,Kavumu,Gisunzu,FarmLand(General),24037,31717,51410
Nyarugenge,Mageregere,Kavumu,Kankurimba,,15299,23412,51410
Nyarugenge,Mageregere,Kavumu,Kankurimba,ExistingForest,19188,21537,22476
Nyarugenge,Mageregere,Kavumu,Kankurimba,FarmLand(General),15299,24037,51410
Nyarugenge,Mageregere,Kavumu,Kankurimba,LowRiseResidential,18923,24037,51410
Nyarugenge,Mageregere,Kavumu,Kankurimba,Wetland,21416,24037,51410
Nyarugenge,Mageregere,Kavumu,Karukina,,24037,32823,51410
Nyarugenge,Mageregere,Kavumu,Karukina,FarmLand(General),24037,32823,51410
Nyarugenge,Mageregere,Kavumu,Kavumu,,22792,28709,51410
Nyarugenge,Mageregere,Kavumu,Kavumu,ExistingForest,24037,27878,51410
Nyarugenge,Mageregere,Kavumu,Kavumu,FarmLand(General),22792,24037,51410
Nyarugenge,Mageregere,Kavumu,Kavumu,LowRiseResidential,24037,34213,51410
Nyarugenge,Mageregere,Kavumu,Mubura,,16929,25679,51410
Nyarugenge,Mageregere,Kavumu,Mubura,ExistingForest,16929,23321,25878
Nyarugenge,Mageregere,Kavumu,Mubura,FarmLand(General),21285,24037,51410
Nyarugenge,Mageregere,Kavumu,Mubura,LowRiseResidential,24037,31319,51410
Nyarugenge,Mageregere,Kavumu,Mubura,Wetland,17448,24037,51410
Nyarugenge,Mageregere,Kavumu,Murondo,,15744,25743,51410
Nyarugenge,Mageregere,Kavumu,Murondo,ExistingForest,18212,24037,50731
Nyarugenge,Mageregere,Kavumu,Murondo,FarmLand(General),15744,24037,51410
Nyarugenge,Mageregere,Kavumu,Murondo,LowRiseResidential,24037,31819,51410
Nyarugenge,Mageregere,Kavumu,Murondo,Wetland,17486,23079,51410
Nyarugenge,Mageregere,Kavumu,Nyakabingo,,24037,29672,51410
Nyarugenge,Mageregere,Kavumu,Nyakabingo,ExistingForest,24037,33057,51410
Nyarugenge,Mageregere,Kavumu,Nyakabingo,FarmLand(General),24037,26286,51410
Nyarugenge,Mageregere,Kavumu,Nyarubuye,,8178,24183,51410
Nyarugenge,Mageregere,Kavumu,Nyarubuye,EducationInstitution,24037,30044,51410
